#date:2020-04-25
symbol	name	alias_symbol	alias_name	entrez_id	ensembl_gene_id	ucsc_id	refseq_accession	ccds_id	uniprot_ids
ACKR4	atypical chemokine receptor 4	"CCR11|CCBP2|VSHK1|CCX-CKR|PPR1"		51554	ENSG00000129048		NM_016557	CCDS3075	Q9NPB9
ACLY	ATP citrate lyase	"ATPCL|CLATP|ACL"	ATP citrate synthase	47	ENSG00000131473	uc002hyg.4	NM_001096	"CCDS11412|CCDS11413"	P53396
ACMSD	aminocarboxymuconate semialdehyde decarboxylase			130013	ENSG00000153086	uc002ttz.4	NM_001307983	"CCDS2173|CCDS77464"	Q8TDX5
ACO1	aconitase 1	"IRP1|IREBP"	"aconitate hydratase, cytoplasmic|soluble aconitase|cytosplasmic aconitase"	48	ENSG00000122729	uc003zqw.5	NM_002197	CCDS6525	P21399
ACO2	aconitase 2	ACONM	"aconitate hydratase, mitochondrial|mitochondrial aconitase"	50	ENSG00000100412	uc003bac.3	NM_001098	CCDS14017	Q99798
ACOD1	aconitate decarboxylase 1	CAD		730249	ENSG00000102794	uc031qmi.3	NM_001258406	CCDS58299	A6NK06
ACOT1	acyl-CoA thioesterase 1	"ACH2|CTE-1|LACH2"		641371	ENSG00000184227	uc001xol.2	NM_001037161	CCDS32117	Q86TX2
ACOT2	acyl-CoA thioesterase 2	"Mte1|ZAP128"	mitochondrial acyl-CoA thioesterase 1	10965	ENSG00000119673	uc059ddl.1	NM_006821	CCDS9816	P49753
ACOT4	acyl-CoA thioesterase 4	"FLJ31235|PTE-Ib|PTE2B"		122970	ENSG00000177465	uc001xoo.4	NM_152331	CCDS9817	Q8N9L9
ACOT6	acyl-CoA thioesterase 6			641372	ENSG00000205669	uc001xop.3	NM_001037162	CCDS32118	Q3I5F7
ACOT7	acyl-CoA thioesterase 7	"BACH|ACH1|ACT|CTE-II|LACH1|MGC1126|hBACH"	brain acyl CoA hydrolase	11332	ENSG00000097021	uc001ams.4	NM_007274	"CCDS65|CCDS66|CCDS67|CCDS30573"	O00154
ACOT8	acyl-CoA thioesterase 8	"hACTE-III|hTE|PTE-2|NAP1"	"choloyl-CoA hydrolase|Nef (lentivirus myristoylated factor) associated protein 1"	10005	ENSG00000101473	uc002xqa.3	NM_183386	CCDS13378	O14734
ACOT9	acyl-CoA thioesterase 9	"CGI-16|MT-ACT48|ACATE2"		23597	ENSG00000123130	uc004dap.4	NM_012332	"CCDS35216|CCDS43924|CCDS83460"	Q9Y305
ACOT11	acyl-CoA thioesterase 11	"STARD14|BFIT|KIAA0707|BFIT1|THEM1"	StAR-related lipid transfer (START) domain containing 14	26027	ENSG00000162390	uc001cxm.3	NM_015547	"CCDS592|CCDS593"	Q8WXI4
ACOT12	acyl-CoA thioesterase 12	"Cach|THEAL|STARD15"	StAR-related lipid transfer (START) domain containing 15	134526	ENSG00000172497	uc003khl.5	NM_130767	CCDS4055	Q8WYK0
ACOT13	acyl-CoA thioesterase 13	HT012		55856	ENSG00000112304	uc003nek.4	NM_018473	"CCDS4558|CCDS54972"	Q9NPJ3
ACOX1	acyl-CoA oxidase 1	PALMCOX	palmitoyl-CoA oxidase	51	ENSG00000161533	uc002jqe.5	NM_001185039	"CCDS11734|CCDS11735"	Q15067
ACOX2	acyl-CoA oxidase 2	"BRCACOX|BRCOX|THCCox"	"trihydroxycoprostanoyl-CoA oxidase|3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholestanoyl-CoA 24-hydroxylase|branched chain acyl-CoA oxidase"	8309	ENSG00000168306	uc003dkl.4	NM_003500	CCDS33775	Q99424
ACOX3	acyl-CoA oxidase 3, pristanoyl			8310	ENSG00000087008	uc003glc.5	NM_001101667	"CCDS3401|CCDS47017"	O15254
ACOXL	acyl-CoA oxidase like	FLJ11042		55289	ENSG00000153093	uc021vmm.2	NM_018308	CCDS46389	Q9NUZ1
ACP1	acid phosphatase 1	"HAAP|LMW-PTP|LMWPTP"	"acid phosphatase of erythrocyte|low molecular weight phosphotyrosine protein phosphatase|red cell acid phosphatase"	52	ENSG00000143727	uc002qwg.4	NM_004300	"CCDS1639|CCDS1640|CCDS46217"	P24666
ACP2	acid phosphatase 2, lysosomal	LAP	lysosomal acid phosphatase	53	ENSG00000134575	uc001nei.3	NM_001610	"CCDS7928|CCDS76402|CCDS76403|CCDS76404"	P11117
ACP3	acid phosphatase 3	"ACP-3|PAP|TM-PAP"	prostatic acid phosphatase	55	ENSG00000014257	uc010htp.3	NM_001099	"CCDS3073|CCDS46916|CCDS77818"	P15309
ACP4	acid phosphatase 4		testicular acid phosphatase	93650	ENSG00000142513	uc002pta.1	NM_033068	CCDS12802	Q9BZG2
ACP5	acid phosphatase 5, tartrate resistant	"TRAP|HPAP"	"tartrate-resistant acid phosphatase|human purple acid phosphatase"	54	ENSG00000102575	uc002msi.5	NM_001111034	CCDS12265	P13686
ACP6	acid phosphatase 6, lysophosphatidic	"LPAP|ACPL1"	lysophosphatidic acid phosphatase	51205	ENSG00000162836	uc001epr.3	NM_016361	CCDS928	Q9NPH0
ACP7	acid phosphatase 7, tartrate resistant (putative)	"FLJ16165|PAPL1|PAPL"	purple acid phosphatase long form 1	390928	ENSG00000183760		NM_001004318	"CCDS33018|CCDS86764"	Q6ZNF0
ACR	acrosin		"preproacrosin|acrosin light and heavy chain prepropeptide"	49	ENSG00000100312	uc003bnh.5	NM_001097	CCDS14101	P10323
ACRBP	acrosin binding protein	"SP32|OY-TES-1|CT23"	"proacrosin binding protein sp32|cancer/testis antigen 23"	84519	ENSG00000111644	uc001qpu.2	NM_032489	CCDS8554	Q8NEB7
ACRV1	acrosomal vesicle protein 1	"SPACA2|SP-10|D11S4365"	sperm protein 10	56	ENSG00000134940	uc001qcs.4	NM_001612	"CCDS8460|CCDS8461|CCDS44759|CCDS44761"	P26436
ACSBG1	acyl-CoA synthetase bubblegum family member 1	"BGM|FLJ30320|MGC14352|BG1|KIAA0631|hBG1|hsBG"	"bubblegum|very long-chain acyl-CoA synthetase|lipidosin"	23205	ENSG00000103740	uc002bdh.4	NM_015162	CCDS10298	Q96GR2
ACSBG2	acyl-CoA synthetase bubblegum family member 2	"BGR|PRTD-NY3|DKFZp434K1635"	bubblegum related protein	81616	ENSG00000130377	uc002mef.3	NM_030924	"CCDS12159|CCDS74269|CCDS82282"	Q5FVE4
ACSF2	acyl-CoA synthetase family member 2	"FLJ20920|ACSMW"		80221	ENSG00000167107	uc002iqu.4	NM_025149	"CCDS11567|CCDS74103|CCDS74104|CCDS74105"	Q96CM8
ACSF3	acyl-CoA synthetase family member 3		malonyl-CoA synthetase	197322	ENSG00000176715	uc021tmq.2	NM_174917	"CCDS10974|CCDS73926"	Q4G176
ACSL1	acyl-CoA synthetase long chain family member 1	"LACS2|LACS|ACS1|LACS1|FACL1"	"lignoceroyl-CoA synthase|long-chain fatty-acid-coenzyme A ligase 1"	2180	ENSG00000151726	uc063biw.1	NM_001995	"CCDS3839|CCDS68825|CCDS68826|CCDS75213"	P33121
ACSL3	acyl-CoA synthetase long chain family member 3	"ACS3|PRO2194"		2181	ENSG00000123983	uc002vni.4	NM_004457	CCDS2455	O95573
ACSL4	acyl-CoA synthetase long chain family member 4	"ACS4|LACS4"	"lignoceroyl-CoA synthase| long-chain fatty-acid-Coenzyme A ligase 4"	2182	ENSG00000068366	uc004eoi.3	NM_004458	"CCDS14548|CCDS14549"	O60488
ACSL5	acyl-CoA synthetase long chain family member 5	"ACS5|ACS2"	"FACL5 for fatty acid coenzyme A ligase 5|long-chain acyl-CoA synthetase 5|long-chain fatty acid coenzyme A ligase 5|fatty-acid-Coenzyme A ligase, long-chain 5"	51703	ENSG00000197142	uc001kzs.4	NM_016234	"CCDS7572|CCDS7573"	Q9ULC5
ACSL6	acyl-CoA synthetase long chain family member 6	"KIAA0837|ACS2|LACS5|LACS2"		23305	ENSG00000164398	uc063gss.1	NM_015256	"CCDS34228|CCDS34229|CCDS56381|CCDS56382|CCDS56383"	Q9UKU0
ACSM1	acyl-CoA synthetase medium chain family member 1	MACS1		116285	ENSG00000166743	uc010bwg.2	NM_052956	CCDS10587	Q08AH1
ACSM2A	acyl-CoA synthetase medium chain family member 2A	"A-923A4.1|MGC150530"		123876	ENSG00000183747	uc002dhg.5	NM_001010845	"CCDS32401|CCDS76838"	Q08AH3
ACSM2B	acyl-CoA synthetase medium chain family member 2B	"HXMA|HYST1046"	xenobiotic/medium chain fatty acid:CoA ligase	348158	ENSG00000066813	uc002dhk.5	NM_182617	CCDS10586	Q68CK6
ACSM3	acyl-CoA synthetase medium chain family member 3	SA		6296	ENSG00000005187	uc002dhr.4	NM_005622	"CCDS10589|CCDS45435"	Q53FZ2
ACSM4	acyl-CoA synthetase medium chain family member 4		similar to olfactory specific medium-chain acyl CoA synthetase	341392	ENSG00000215009	uc001qsx.2	NM_001080454	CCDS44825	P0C7M7
ACSM5	acyl-CoA synthetase medium chain family member 5	FLJ20581		54988	ENSG00000183549	uc002dhe.4	NM_017888	"CCDS10585|CCDS81954"	Q6NUN0
ACSM6	acyl-CoA synthetase medium chain family member 6	bA310E22.3		142827	ENSG00000173124		NM_207321	CCDS7440	Q6P461
ACSS1	acyl-CoA synthetase short chain family member 1	"dJ568C11.3|AceCS2L|MGC33843"		84532	ENSG00000154930	uc061vwl.1	NM_032501	"CCDS13167|CCDS58764|CCDS58765"	Q9NUB1
ACSS2	acyl-CoA synthetase short chain family member 2	"ACS|ACSA|AceCS|dJ1161H23.1"		55902	ENSG00000131069	uc002xbd.3	NM_018677	"CCDS13243|CCDS42868"	Q9NR19
ACSS3	acyl-CoA synthetase short chain family member 3	FLJ21963		79611	ENSG00000111058	uc001szl.2	NM_024560	"CCDS9022|CCDS81716"	Q9H6R3
ACTA1	actin alpha 1, skeletal muscle	NEM3	nemaline myopathy type 3	58	ENSG00000143632	uc001htm.4	NM_001100	CCDS1578	P68133
ACTA2	actin alpha 2, smooth muscle	ACTSA		59	ENSG00000107796	uc001kfq.4	NM_001613	CCDS7392	P62736
ACTB	actin beta		β-actin	60	ENSG00000075624	uc003sot.5	NM_001101	CCDS5341	P60709
ACTBL2	actin beta like 2	DKFZp686D0972		345651	ENSG00000169067	uc003jrm.3	NM_001017992	CCDS34163	Q562R1
ACTC1	actin alpha cardiac muscle 1	CMD1R		70	ENSG00000159251	uc001ziu.2	NM_005159	CCDS10041	P68032
ACTG1	actin gamma 1			71	ENSG00000184009	uc002kal.3	NM_001614	CCDS11782	P63261
ACTG2	actin gamma 2, smooth muscle	ACTSG		72	ENSG00000163017	uc002sjw.4	NM_001615	"CCDS1930|CCDS56124"	P63267
ACTL6A	actin like 6A	"Actl6|BAF53A|Arp4|Baf53a|INO80K"	"BAF complex 53 kDa subunit|BRG1-associated factor|actin-related protein 4|INO80 complex subunit K"	86	ENSG00000136518	uc003fjw.4	NM_004301	"CCDS3231|CCDS43174"	O96019
ACTL6B	actin like 6B	BAF53B		51412	ENSG00000077080	uc003uvy.4	NM_016188	CCDS5702	O94805
ACTL7A	actin like 7A			10881	ENSG00000187003	uc004bdj.3	NM_006687	CCDS6772	Q9Y615
ACTL7B	actin like 7B	Tact1		10880	ENSG00000148156	uc004bdi.4	NM_006686	CCDS6771	Q9Y614
ACTL8	actin like 8	CT57	cancer/testis antigen 57	81569	ENSG00000117148	uc001bat.3	NM_030812	CCDS183	Q9H568
ACTL9	actin like 9	MGC33407		284382	ENSG00000181786	uc032hly.2	NM_178525	CCDS12207	Q8TC94
ACTL10	actin like 10			170487	ENSG00000182584	uc002wzt.3	NM_001024675	CCDS33463	Q5JWF8
ACTN1	actinin alpha 1			87	ENSG00000072110	uc001xkl.4	NM_001102	"CCDS9792|CCDS45129|CCDS45130"	P12814
ACTN2	actinin alpha 2			88	ENSG00000077522	uc001hyf.4	NM_001103	"CCDS1613|CCDS60455|CCDS73053"	P35609
ACTN3	actinin alpha 3 (gene/pseudogene)			89	ENSG00000248746	uc021qlz.4	NM_001104	"CCDS76439|CCDS53663"	Q08043
ACTN4	actinin alpha 4			81	ENSG00000130402	uc002oja.3	NM_001322033	CCDS12518	O43707
ACTR1A	actin related protein 1A	"ARP1|Arp1A"	centractin alpha	10121	ENSG00000138107	uc001kvv.4	NM_005736	CCDS7536	P61163
ACTR1B	actin related protein 1B	Arp1B	centractin beta	10120	ENSG00000115073	uc002syb.3	NM_005735	CCDS2033	P42025
ACTR2	actin related protein 2	ARP2		10097	ENSG00000138071	uc002sdq.4	NM_001005386	"CCDS1881|CCDS46307"	P61160
ACTR3	actin related protein 3	ARP3		10096	ENSG00000115091	uc002tkx.3	NM_005721	"CCDS33277|CCDS63000"	P61158
ACTR3B	actin related protein 3B	"ARP11|ARP3beta"		57180	ENSG00000133627	uc003wle.3	NM_020445	"CCDS5934|CCDS34782|CCDS87568"	Q9P1U1
ACTR3C	actin related protein 3C	ARP11		653857	ENSG00000106526	uc003wgu.3	NM_001164458	CCDS47744	Q9C0K3
ACTR5	actin related protein 5	"FLJ12785|Arp5|INO80M"	INO80 complex subunit M	79913	ENSG00000101442	uc002xjd.3	NM_024855	CCDS13308	Q9H9F9
ACTR6	actin related protein 6	"ARP6|FLJ13433"		64431	ENSG00000075089	uc001thb.3	NM_022496	CCDS9074	Q9GZN1
ACTR8	actin related protein 8	"INO80N|ARP8"	INO80 complex subunit N	93973	ENSG00000113812	uc003dhd.4	NM_022899	CCDS2875	Q9H981
ACTR10	actin related protein 10	"HARP11|ACTR11|Arp11|Arp10"		55860	ENSG00000131966	uc001xdf.4	NM_018477	CCDS32090	Q9NZ32
ACTRT1	actin related protein T1	"AIP1|KIAA0705|ARIP1|Arp-T1"		139741	ENSG00000123165	uc004eum.4	NM_138289	CCDS14611	Q8TDG2
ACTRT2	actin related protein T2	"Arp-T2|ARPM2|FLJ25424"		140625	ENSG00000169717	uc001ajz.4	NM_080431	CCDS45	Q8TDY3
ACTRT3	actin related protein T3	ARPM1	actin related protein M1	84517	ENSG00000184378	uc003ffs.3	NM_032487	CCDS3206	Q9BYD9
ACVR1	activin A receptor type 1	"SKR1|ALK2|ACVR1A"		90	ENSG00000115170	uc010fog.3	NM_001105	CCDS2206	Q04771
ACVR1B	activin A receptor type 1B	"ALK4|SKR2|ActRIB"		91	ENSG00000135503	uc001rzn.4	NM_020328	"CCDS44893|CCDS44894|CCDS8816"	P36896
ACVR1C	activin A receptor type 1C	"ALK7|ACVRLK7"		130399	ENSG00000123612	uc002tzk.5	NM_145259	"CCDS2205|CCDS46432|CCDS46433|CCDS46434"	Q8NER5
ACVR2A	activin A receptor type 2A	ACTRII		92	ENSG00000121989	uc002twh.5	NM_001616	"CCDS33301|CCDS63030"	P27037
ACVR2B	activin A receptor type 2B	ActR-IIB		93	ENSG00000114739	uc003cif.4	NM_001106	CCDS2679	Q13705
ACVRL1	activin A receptor like type 1	"HHT2|ALK1|HHT"	activin receptor-like kinase 1	94	ENSG00000139567	uc001rzj.4	NM_000020	CCDS31804	P37023
ACY1	aminoacylase 1			95	ENSG00000243989	uc003dcp.4	NM_000666	"CCDS2844|CCDS56261|CCDS56262|CCDS56263"	Q03154
ACY3	aminoacylase 3	"HCBP1|MGC9740|ACY-3"	N-acyl-aromatic-L-amino acid amidohydrolase	91703	ENSG00000132744	uc001omq.3	NM_080658	CCDS8175	Q96HD9
ACYP1	acylphosphatase 1			97	ENSG00000119640	uc001xrg.4	NM_001107	"CCDS9838|CCDS76706"	P07311
ACYP2	acylphosphatase 2			98	ENSG00000170634	uc002rxq.5	NM_001320586	"CCDS1850|CCDS82452"	P14621
ADA	adenosine deaminase			100	ENSG00000196839	uc002xmj.4	NM_000022	"CCDS13335|CCDS82618"	P00813
ADA2	adenosine deaminase 2	ADGF		51816	ENSG00000093072	uc062bga.1	NM_001282225	"CCDS13742|CCDS13743|CCDS63395|CCDS74809"	Q9NZK5
ADAD1	adenosine deaminase domain containing 1	Tenr		132612	ENSG00000164113	uc003ieo.4	NM_139243	"CCDS34058|CCDS54800|CCDS54801"	Q96M93
ADAD2	adenosine deaminase domain containing 2	"TENRL|FLJ00337"		161931	ENSG00000140955	uc002fhr.3	NM_139174	"CCDS10944|CCDS45536"	Q8NCV1
ADAL	adenosine deaminase like			161823	ENSG00000168803	uc059iit.1	NM_001324366	"CCDS32214|CCDS53936|CCDS81868"	Q6DHV7
ADAM2	ADAM metallopeptidase domain 2	"PH-30b|PH30|CT15"	cancer/testis antigen 15	2515	ENSG00000104755	uc003xnj.5	NM_001464	"CCDS34884|CCDS64882|CCDS64883"	Q99965
ADAM7	ADAM metallopeptidase domain 7	"GP-83|EAPI"		8756	ENSG00000069206	uc003xeb.4	NM_003817	CCDS6045	Q9H2U9
ADAM8	ADAM metallopeptidase domain 8	"CD156|MS2|CD156A"		101	ENSG00000151651	uc021qbe.2	NM_001109	"CCDS31319|CCDS58102|CCDS58103"	P78325
ADAM9	ADAM metallopeptidase domain 9	"MDC9|KIAA0021|MCMP|Mltng"	meltrin gamma	8754	ENSG00000168615	uc003xmr.4	NM_003816	CCDS6112	Q13443
ADAM10	ADAM metallopeptidase domain 10	"kuz|MADM|HsT18717|CD156C"		102	ENSG00000137845	uc002afd.3	NM_001110	CCDS10167	O14672
ADAM11	ADAM metallopeptidase domain 11		metalloproteinase-like, disintegrin-like, cysteine-rich protein	4185	ENSG00000073670	uc002ihh.4	NM_002390	"CCDS11486|CCDS82139"	O75078
ADAM12	ADAM metallopeptidase domain 12	"MCMPMltna|MLTN"	meltrin alpha	8038	ENSG00000148848	uc001ljk.4	NM_001288973	"CCDS7653|CCDS7654"	O43184
ADAM15	ADAM metallopeptidase domain 15	MDC15	metargidin	8751	ENSG00000143537	uc001fgr.3	NM_003815	"CCDS1084|CCDS1085|CCDS1086|CCDS1087|CCDS1088|CCDS44236|CCDS58031|CCDS58032|CCDS60282"	Q13444
ADAM17	ADAM metallopeptidase domain 17	"cSVP|CD156B"		6868	ENSG00000151694	uc002qzu.5	NM_003183	CCDS1665	P78536
ADAM18	ADAM metallopeptidase domain 18	"tMDCIII|ADAM27"		8749	ENSG00000168619	uc003xni.4	NM_014237	"CCDS6113|CCDS55225|CCDS83287"	Q9Y3Q7
ADAM19	ADAM metallopeptidase domain 19	MLTNB	meltrin beta	8728	ENSG00000135074	uc003lwz.5	NM_033274	CCDS4338	Q9H013
ADAM20	ADAM metallopeptidase domain 20			8748	ENSG00000134007	uc001xme.4	NM_003814	CCDS32111	O43506
ADAM21	ADAM metallopeptidase domain 21	ADAM31		8747	ENSG00000139985	uc001xmd.4	NM_003813	CCDS9804	Q9UKJ8
ADAM22	ADAM metallopeptidase domain 22	MDC2	metalloproteinase-like, disintegrin-like, and cysteine-rich protein 2	53616	ENSG00000008277	uc003ujn.4	NM_021723	"CCDS43608|CCDS43609|CCDS43610|CCDS47637"	Q9P0K1
ADAM23	ADAM metallopeptidase domain 23	MDC3		8745	ENSG00000114948	uc002vbq.6	NM_003812	CCDS2369	O75077
ADAM28	ADAM metallopeptidase domain 28	"eMDCII|MDC-Lm|MDC-Ls|ADAM23"		10863	ENSG00000042980	uc003xdy.4	NM_021778	"CCDS34865|CCDS47830"	Q9UKQ2
ADAM29	ADAM metallopeptidase domain 29	"svph1|CT73"	cancer/testis antigen 73	11086	ENSG00000168594	uc031shw.1	NM_001130703	CCDS3823	Q9UKF5
ADAM30	ADAM metallopeptidase domain 30	svph4		11085	ENSG00000134249	uc001eij.4	NM_021794	CCDS907	Q9UKF2
ADAM32	ADAM metallopeptidase domain 32			203102	ENSG00000197140	uc003xmt.5	NM_145004	"CCDS47846|CCDS83286"	Q8TC27
ADAM33	ADAM metallopeptidase domain 33	"DKFZp434K0521|dJ964F7.1"		80332	ENSG00000149451	uc002wit.5	NM_025220	"CCDS13058|CCDS63219"	Q9BZ11
ADAMDEC1	ADAM like decysin 1	M12.219		27299	ENSG00000134028	uc003xdz.2	NM_014479	"CCDS6044|CCDS55212"	O15204
ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	"C3-C5|METH1|KIAA1346"		9510	ENSG00000154734	uc002ymf.4	NM_006988	CCDS33524	Q9UHI8
ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	"ADAMTS-3|hPCPNI|PCINP|ADAM-TS2|NPI"	"procollagen I N-proteinase|procollagen N-endopeptidase"	9509	ENSG00000087116	uc003mjw.3	NM_014244	"CCDS4444|CCDS34311"	O95450
ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	"KIAA0366|ADAMTS-4"		9508	ENSG00000156140	uc003hgk.2	NM_014243	CCDS3553	O15072
ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	"KIAA0688|ADAMTS-2|ADMP-1"		9507	ENSG00000158859	uc001fyt.5	NM_005099	CCDS1223	O75173
ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	"ADMP-2|ADAMTS11"	aggrecanase-2	11096	ENSG00000154736	uc002ymg.4	NM_007038	CCDS13579	Q9UNA0
ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	ADAM-TS6	a disintegrin and metalloproteinase with thrombospondin motifs 6	11174	ENSG00000049192	uc003jtp.4	NM_197941	CCDS3983	Q9UKP5
ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	"ADAM-TS7|DKFZp434H204"	"COMPase|a disintegrin and metalloprotease with thrombospondin motifs-7 preproprotein"	11173	ENSG00000136378	uc002bej.4	NM_014272	CCDS32303	Q9UKP4
ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	"METH2|FLJ41712|ADAM-TS8"		11095	ENSG00000134917	uc001qgg.5	NM_007037	CCDS41732	Q9UP79
ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	KIAA1312		56999	ENSG00000163638	uc003dmg.4	NM_001318781	"CCDS2903|CCDS82801"	Q9P2N4
ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	ADAM-TS10		81794	ENSG00000142303	uc002mkj.3	NM_030957	"CCDS12206|CCDS62529"	Q9H324
ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12			81792	ENSG00000151388	uc003jia.3	NM_030955	"CCDS34140|CCDS87292|CCDS87293"	P58397
ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	"VWFCP|TTP|vWF-CP|FLJ42993|MGC118899|MGC118900|DKFZp434C2322"		11093	ENSG00000160323	uc004cdv.6	NM_139025	"CCDS6970|CCDS6971|CCDS6972"	Q76LX8
ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14			140766	ENSG00000138316	uc001jrg.4	NM_080722	"CCDS7306|CCDS7307"	Q8WXS8
ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15			170689	ENSG00000166106	uc010scd.3	NM_139055	CCDS8488	Q8TE58
ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	ADAMTS16s		170690	ENSG00000145536	uc003jdl.4	NM_139056	CCDS43299	Q8TE57
ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	"FLJ32769|FLJ16363"		170691	ENSG00000140470	uc002bvv.2	NM_139057	CCDS10383	Q8TE56
ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18			170692	ENSG00000140873	uc002ffc.4	NM_001326358	CCDS10926	Q8TE60
ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19			171019	ENSG00000145808	uc003kvb.2	NM_133638	CCDS4146	Q8TE59
ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	GON-1		80070	ENSG00000173157	uc010skx.3	NM_025003	CCDS31778	P59510
ADAMTSL1	ADAMTS like 1	"ADAMTSR1|FLJ35283"	punctin	92949	ENSG00000178031	uc003zne.5	NM_001040272	"CCDS6485|CCDS47954"	Q8N6G6
ADAMTSL2	ADAMTS like 2	KIAA0605		9719	ENSG00000197859	uc011mdl.2	NM_014694	CCDS6976	Q86TH1
ADAMTSL3	ADAMTS like 3	"KIAA1233|punctin-2"		57188	ENSG00000156218	uc002bjz.5	NM_207517	"CCDS10326|CCDS73773"	P82987
ADAMTSL4	ADAMTS like 4	DKFZP434K1772		54507	ENSG00000143382	uc001eux.5	NM_019032	"CCDS955|CCDS30852|CCDS72908"	Q6UY14
ADAMTSL5	ADAMTS like 5			339366	ENSG00000185761	uc002ltd.2	NM_213604	CCDS12071	Q6ZMM2
ADAP1	ArfGAP with dual PH domains 1	GCS1L		11033	ENSG00000105963	uc003sjo.6	NM_006869	"CCDS5318|CCDS64576|CCDS64577|CCDS75558"	O75689
ADAP2	ArfGAP with dual PH domains 2			55803	ENSG00000184060	uc002hfx.4	NM_018404	"CCDS11261|CCDS86588"	Q9NPF8
ADAR	adenosine deaminase RNA specific	ADAR1		103	ENSG00000160710	uc001ffh.4	NM_001111	"CCDS1071|CCDS30879"	P55265
ADARB1	adenosine deaminase RNA specific B1	"ADAR2|DRADA2|ADAR2g|DRABA2|RED1|hRED1|ADAR2a-L1|ADAR2a-L2|ADAR2a-L3|ADAR2a|ADAR2b|ADAR2c|ADAR2d"	RED1 homolog (rat)	104	ENSG00000197381	uc002zgt.3	NM_015833	"CCDS33589|CCDS33590|CCDS42970"	P78563
ADARB2	adenosine deaminase RNA specific B2 (inactive)	"RED2|hRED2|ADAR3"	RED2 homolog (rat)	105	ENSG00000185736	uc009xhq.4	NM_018702	CCDS7058	Q9NS39
ADAT1	adenosine deaminase tRNA specific 1			23536	ENSG00000065457	uc002feo.3	NM_012091	CCDS10922	Q9BUB4
ADAT2	adenosine deaminase tRNA specific 2	"dJ20N2.1|TAD2"		134637	ENSG00000189007	uc003qjj.4	NM_001286259	"CCDS43511|CCDS69219"	Q7Z6V5
ADAT3	adenosine deaminase tRNA specific 3	TAD3	tRNA-specific adenosine deaminase 3 homolog (S. cerevisiae)	113179	ENSG00000213638	uc002luh.5	NM_138422	CCDS12076	Q96EY9
ADCK1	aarF domain containing kinase 1	FLJ39600		57143	ENSG00000063761	uc001xui.3	NM_020421	"CCDS9869|CCDS45144"	Q86TW2
ADCK2	aarF domain containing kinase 2	MGC20727		90956	ENSG00000133597	uc003vvy.2	NM_052853	CCDS5861	Q7Z695
ADCK5	aarF domain containing kinase 5	FLJ35454		203054	ENSG00000173137	uc003zch.5	NM_174922	CCDS34965	Q3MIX3
ADCY1	adenylate cyclase 1	AC1		107	ENSG00000164742	uc003tne.5	NM_021116	"CCDS34631|CCDS75593"	Q08828
ADCY2	adenylate cyclase 2	"HBAC2|KIAA1060|AC2"		108	ENSG00000078295	uc003jdz.2	NM_020546	CCDS3872	Q08462
ADCY3	adenylate cyclase 3	AC3		109	ENSG00000138031	uc002rfs.5	NM_001320613	"CCDS1715|CCDS82424"	O60266
ADCY4	adenylate cyclase 4	AC4		196883	ENSG00000129467	uc001wox.3	NM_001198568	CCDS9627	Q8NFM4
ADCY5	adenylate cyclase 5	AC5		111	ENSG00000173175	uc003egh.3	NM_183357	"CCDS3022|CCDS56274"	O95622
ADCY6	adenylate cyclase 6	AC6		112	ENSG00000174233	uc001rsh.5	NM_020983	CCDS8767	O43306
ADCY7	adenylate cyclase 7	"KIAA0037|AC7"		113	ENSG00000121281	uc002egd.3	NM_001114	"CCDS10741|CCDS73882"	P51828
ADCY8	adenylate cyclase 8	"HBAC1|AC8"		114	ENSG00000155897	uc003ytd.5	NM_001115	CCDS6363	P40145
ADCY9	adenylate cyclase 9	AC9		115	ENSG00000162104	uc002cvx.4	NM_001116	CCDS32382	O60503
ADCY10	adenylate cyclase 10	"SAC|Sacy|SACI|HCA2|RP1-313L4.2"	"soluble adenylyl cyclase|Hypercalciuria, absorptive, 2"	55811	ENSG00000143199	uc001ger.4	NM_018417	"CCDS1265|CCDS53426|CCDS72977"	Q96PN6
